Team,Year,Win/Loss,Home/Away,Date,Opponent,SP,Kills,Errors,Attack Attempts,Hitting percentage,Assists,Service Aces,Service errors,Reception Errors,Digs,Block solo,Block assists,Blocking errors,Total Blocks,BHE,,,,,
Moorhead,2017,0,0,10/13,AUGUSTANA,3,21,16.00,121.00,0.041,20,3,2,5,61,0,12,2,6,1,,,,,
Moorhead,2017,0,0,10/14,WAYNE ST. (NE)  ,3,36,23.00,125.00,0.104,35,2,0,2,57,0,14,4,7,4,,,,,
Moorhead,2017,0,0,10/20,MINN.-CROOKSTON  ,4,50,16.00,184.00,0.185,48,2,5,1,86,1,28,2,15,0,,,,,
Moorhead,2017,1,0,10/21,BEMIDJI ST.  ,3,33,15.00,103.00,0.175,32,6,4,6,47,6,2,0,7,1,,,,,
Moorhead,2017,1,1,10/27,MINN. DULUTH  ,5,41,21.00,165.00,0.121,39,5,5,5,70,7,20,2,17,0,,,,,
Moorhead,2017,0,1,10/28,ST. CLOUD ST.  ,4,33,14.00,135.00,0.141,32,4,4,7,60,4,16,2,12,0,,,,,
Moorhead,2017,0,0,10/31,NORTHERN ST.  ,4,33,16.00,114.00,0.149,32,2,1,3,43,0,4,0,2,0,,,,,
Moorhead,2017,0,0,11/3,MINNESOTA ST.  ,3,25,15.00,97.00,0.103,24,3,1,5,41,4,4,0,6,3,,,,,
Moorhead,2017,0,0,11/4,CONCORDIA-ST. PAUL  ,3,22,15.00,94.00,0.074,21,3,3,5,34,1,6,1,4,1,,,,,
Moorhead,2017,0,1,11/10,WINONA ST.  ,3,23,12.00,94.00,0.117,19,1,3,2,33,0,4,0,2,0,,,,,
Moorhead,2017,0,1,11/11,UPPER IOWA  ,3,29,28.00,135.00,0.007,29,3,1,0,53,3,6,1,6,0,,,,,
Minot,2019,0,1,9/20,SIOUX FALLS  ,3,30,12.00,105.00,0.171,25,2,2,5,28,0,6,0,3,0,,,,,
Minot,2019,0,1,9/21,SOUTHWEST MINN. ST.  ,3,20,17.00,104.00,0.029,19,3,4,2,30,4,0,0,4,0,,,,,
Minot,2019,0,0,9/27,WAYNE ST. (NE)  ,3,24,18.00,105.00,0.057,22,1,5,6,49,1,0,0,1,5,,,,,
Minot,2019,0,0,9/28,AUGUSTANA,4,42,21.00,143.00,0.147,41,2,3,6,63,1,8,1,5,4,,,,,
Minot,2019,1,1,10/1,MARY,3,39,10.00,112.00,0.259,39,5,4,1,56,1,4,0,3,0,,,,,
Minot,2019,0,1,10/4,ST. CLOUD ST.  ,3,25,23.00,121.00,0.017,21,0,3,5,43,6,4,0,8,0,,,,,
Minot,2019,0,1,10/5,MINN. DULUTH  ,3,32,22.00,107.00,0.093,28,1,2,6,36,4,6,0,7,0,,,,,
Minot,2019,0,0,10/11,BEMIDJI ST.  ,4,38,22.00,136.00,0.118,37,5,5,10,64,5,0,1,5,4,,,,,
Minot,2019,0,0,10/12,MINN.-CROOKSTON  ,5,71,32.00,252.00,0.155,64,3,4,7,120,1,12,3,7,0,,,,,
Minot,2019,0,1,10/15,NORTHERN ST.  ,3,30,9.00,111.00,0.189,25,2,1,8,38,1,2,0,2,0,,,,,
Minot,2019,0,1,10/18,CONCORDIA-ST. PAUL  ,4,44,15.00,148.00,0.196,37,2,3,8,60,0,2,0,1,0,,,,,
Minot,2019,0,1,10/19,MINNESOTA ST.  ,3,31,13.00,103.00,0.175,24,3,4,1,31,0,2,0,1,0,,,,,
Minot,2019,0,0,10/25,UPPER IOWA  ,3,28,17.00,101.00,0.109,27,2,3,4,41,0,2,1,1,0,,,,,
Minot,2019,0,0,10/26,WINONA ST.  ,4,46,21.00,152.00,0.164,44,5,4,7,59,1,2,0,2,0,,,,,
Minot,2019,1,0,10/31,MARY,3,42,14.00,98.00,0.286,39,5,2,2,55,2,10,1,7,0,,,,,
Minot,2019,1,1,11/2,MSU MOORHEAD  ,4,55,16.00,149.00,0.262,51,1,6,4,63,2,19,0,11.5,0,,,,,
Minot,2019,0,0,11/5,NORTHERN ST.  ,3,20,18.00,109.00,0.018,20,1,2,6,41,2,2,1,3,1,,,,,
Minot,2019,0,1,11/8,WAYNE ST. (NE)  ,3,27,13.00,132.00,0.106,26,2,4,5,47,1,8,0,5,0,,,,,
Minot,2019,0,1,11/9,AUGUSTANA,4,49,20.00,189.00,0.153,46,3,1,7,86,1,4,0,3,0,,,,,
Minot,2019,0,0,11/15,SIOUX FALLS  ,4,46,23.00,148.00,0.155,42,1,3,6,54,0,8,2,4,0,,,,,
Minot,2019,0,0,11/16,SOUTHWEST MINN. ST.  ,3,21,11.00,93.00,0.108,20,2,5,6,38,1,12,0,7,2,,,,,
Minot,2018,0,0,9/6,at MSU Moorhead,3,33,15.00,115.00,0.157,32,3,1,3,37,2,6,0,5,0,,,,,
Minot,2018,0,1,9/8,Northern State,4,43,29.00,144.00,0.097,39,3,4,7,46,1,4,1,3,2,,,,,
Minot,2018,1,0,9/11,at Mary,3,38,18.00,101.00,0.198,36,3,1,3,39,2,14,0,9,0,,,,,
Minot,2018,0,1,9/14,Minnesota Duluth,3,36,18.00,119.00,0.151,35,3,2,2,47,0,8,3,4,1,,,,,
Minot,2018,0,1,9/15,St. Cloud State,4,46,23.00,137.00,0.168,45,2,5,5,56,0,6,1,3,2,,,,,
Minot,2018,1,0,9/21,at Minnesota Crookston,5,67,30.00,190.00,0.195,66,4,3,7,87,1,0,2,1,0,,,,,
Minot,2018,1,0,9/22,at Bemidji State,4,52,28.00,144.00,0.167,47,13,3,7,51,2,6,0,5,1,,,,,
Minot,2018,0,1,9/28,Winona State,4,63,27.00,173.00,0.208,59,5,2,7,85,1,4,1,3,0,,,,,
Minot,2018,0,1,9/29,Upper Iowa,3,35,22.00,107.00,0.121,33,2,2,7,49,0,2,1,1,1,,,,,
Minot,2018,0,0,10/5,at Minnesota State,3,36,24.00,112.00,0.107,34,2,1,5,46,3,0,2,3,1,,,,,
Minot,2018,0,0,10/6,at Concordia-St. Paul,3,27,13.00,82.00,0.171,26,5,2,8,26,0,2,0,1,1,,,,,
Minot,2018,1,1,10/9,Mary,3,45,16.00,113.00,0.257,44,3,2,4,49,2,4,1,4,1,,,,,
Minot,2018,0,1,10/12,SW Minnesota State,3,21,23.00,95.00,-0.021,21,2,0,7,43,0,2,0,1,2,,,,,
Minot,2018,0,1,10/13,Sioux Falls,3,36,15.00,99.00,0.212,32,1,1,6,32,1,6,1,4,2,,,,,
Minot,2018,0,0,10/19,at Augustana (SD),3,34,19.00,94.00,0.160,34,4,2,11,39,0,8,2,4,2,,,,,
Minot,2018,0,0,10/20,at Wayne State (Neb.),3,17,25.00,100.00,-0.080,17,2,1,6,45,1,6,1,4,1,,,,,
Minot,2018,1,1,10/26,Bemidji State,3,51,15.00,116.00,0.310,50,4,5,6,57,1,8,1,5,1,,,,,
Minot,2018,1,1,10/27,Minnesota Crookston,3,45,21.00,114.00,0.211,45,4,3,4,64,0,4,1,2,0,,,,,
Minot,2018,0,0,11/2,at St. Cloud State,3,46,16.00,121.00,0.248,42,0,3,4,48,0,8,1,4,3,,,,,
Minot,2018,0,0,11/3,at Minnesota Duluth,3,26,15.00,106.00,0.104,26,1,3,4,30,0,2,1,1,0,,,,,
Minot,2017,0,1,9/14,MSU Moorhead,3,36,23.00,105.00,0.124,36,2,2,6,54,0,6,2,3,1,,,,,
Minot,2017,0,0,9/16,at Northern State,3,33,24.00,113.00,0.080,32,2,5,4,53,0,2,6,1,0,,,,,
Minot,2017,0,1,9/19,Mary,4,40,27.00,138.00,0.094,39,2,7,4,59,4,18,4,13,1,,,,,
Minot,2017,0,0,9/22,at Concordia-St. Paul,3,30,18.00,92.00,0.130,29,1,5,7,36,0,4,0,2,3,,,,,
Minot,2017,0,0,9/23,at Minnesota State,3,26,19.00,79.00,0.089,26,2,2,8,29,4,6,2,7,0,,,,,
Minot,2017,0,1,9/29,Upper Iowa,3,37,25.00,136.00,0.088,34,2,3,2,68,2,8,1,6,1,,,,,
Minot,2017,0,1,9/30,Winona State,3,24,13.00,85.00,0.129,22,0,1,9,32,1,8,0,5,3,,,,,
Minot,2017,0,1,10/6,Augustana,3,25,16.00,105.00,0.086,24,0,3,10,50,0,12,0,6,5,,,,,
Minot,2017,0,1,10/7,Wayne State,4,64,26.00,163.00,0.233,62,1,3,7,79,1,4,1,3,3,,,,,
Minot,2017,0,0,10/13,at Southwest Minnesota,3,13,13.00,83.00,0.000,13,1,0,5,31,0,6,4,3,0,,,,,
Minot,2017,0,0,10/14,at Sioux Falls,4,37,24.00,127.00,0.102,36,8,6,1,42,0,22,1,11,1,,,,,
Minot,2017,0,0,10/20,at Minnesota Duluth,3,21,17.00,87.00,0.046,20,1,2,5,30,0,2,0,1,1,,,,,
Minot,2017,0,0,10/21,at St. Cloud State,3,22,14.00,108.00,0.074,21,2,4,5,42,0,2,2,1,1,,,,,
Minot,2017,0,1,10/27,Minnesota Crookston,3,38,20.00,129.00,0.140,35,4,4,4,51,0,4,0,2,0,,,,,
Minot,2017,1,1,10/28,Bemidji State,3,41,15.00,105.00,0.248,36,9,4,5,53,1,12,2,7,2,,,,,
Minot,2017,0,0,10/31,at University of Mary,3,28,14.00,84.00,0.167,26,1,0,12,30,0,8,1,4,1,,,,,
Minot,2017,0,0,11/3,at Winona State,3,13,18.00,75.00,-0.067,12,1,1,8,21,0,2,0,1,0,,,,,
Minot,2017,0,0,11/4,at Upper Iowa,3,28,27.00,115.00,0.009,27,2,2,8,54,1,2,1,2,0,,,,,
Minot,2017,0,1,11/10,Minnesota State,4,37,21.00,121.00,0.132,34,6,5,7,53,1,8,0,5,4,,,,,
Minot,2017,0,1,11/11,Concordia-St. Paul,3,28,19.00,81.00,0.111,23,2,1,5,25,1,0,0,1,2,,,,,
Northern,2019,1,1,9/20,vs Augustana (SD),4,64,22.00,143.00,0.294,62,2,3,9,72,2,21,0,12.5,0,,,,,
Northern,2019,1,1,9/21,Wayne St. (NE),3,52,15.00,142.00,0.261,49,3,3,0,88,1,15,1,8.5,0,,,,,
Northern,2019,0,0,9/27,at Southwest Minnesota,5,63,27.00,170.00,0.212,59,8,6,9,75,1,8,0,5,0,,,,,
Northern,2019,1,0,9/28,at Sioux Falls,4,66,15.00,154.00,0.331,61,6,1,6,77,0,22,3,11,1,,,,,
Northern,2019,1,1,10/4,Minn.-Crookston,3,44,12.00,89.00,0.360,42,7,2,1,38,1,6,0,4,0,,,,,
Northern,2019,1,1,10/5,Bemidji St.,3,45,12.00,101.00,0.327,42,4,1,1,64,1,17,0,9.5,2,,,,,
Northern,2019,1,0,10/11,at Minn. Duluth,5,54,21.00,161.00,0.205,50,4,5,3,60,6,12,2,12,0,,,,,
Northern,2019,1,0,10/12,at St. Cloud St.,5,66,22.00,193.00,0.228,66,4,7,2,105,0,22,0,11,1,,,,,
Northern,2019,1,0,10/15,at Minot St.,3,46,8.00,119.00,0.319,37,8,5,2,47,1,10,1,6,0,,,,,
Northern,2019,1,1,10/18,Winona St.,3,51,11.00,118.00,0.339,47,5,5,6,62,0,14,1,7,0,,,,,
Northern,2019,1,1,10/19,Upper Iowa,3,49,8.00,95.00,0.432,46,2,4,2,44,1,20,0,11,0,,,,,
Northern,2019,1,0,10/25,at Minnesota St.,4,67,19.00,159.00,0.302,57,2,4,3,60,3,6,1,6,2,,,,,
Northern,2019,0,0,10/26,at Concordia-St. Paul,3,40,23.00,113.00,0.150,39,2,5,7,48,0,6,0,3,0,,,,,
Northern,2019,1,0,10/31,at MSU Moorhead,3,44,8.00,85.00,0.424,44,6,2,2,37,0,12,0,6,0,,,,,
Northern,2019,1,1,11/2,Mary,3,37,7.00,74.00,0.405,32,7,4,3,43,0,6,0,3,0,,,,,
Northern,2019,1,1,11/5,Minot St.,3,48,12.00,107.00,0.336,45,6,4,1,61,1,9,0,5.5,0,,,,,
Northern,2019,0,1,11/8,Southwest Minn. St.,5,68,26.00,182.00,0.231,62,1,7,8,80,1,16,2,9,0,,,,,
Northern,2019,1,1,11/9,Sioux Falls,4,58,27.00,174.00,0.178,54,4,3,13,81,1,12,1,7,0,,,,,
Northern,2019,1,0,11/15,at Augustana (SD),3,46,10.00,109.00,0.330,44,4,5,3,53,0,9,0,4.5,1,,,,,
Northern,2019,1,0,11/16,at Wayne St. (NE),4,63,20.00,157.00,0.274,61,8,3,5,80,0,20,0,10,2,,,,,
Northern,2019,0,0,11/22,vs Upper Iowa,5,61,22.00,200.00,0.195,61,8,5,11,97,0,14,1,7,0,,,,,
Northern,2019,1,0,12/5,vs St. Cloud State,3,53,14.00,129.00,0.302,50,3,9,6,66,1,12,3,7,0,,,,,
Northern,2018,1,0,9/1,at Augustana (SD),4,64,21.00,138.00,0.312,62,8,5,4,64,0,14,0,7,1,,,,,
Northern,2018,1,1,9/5,U-Mary,3,44,4.00,72.00,0.556,41,3,5,4,37,0,10,1,5,0,,,,,
Northern,2018,1,0,9/8,at Minot State,4,52,14.00,119.00,0.319,51,7,6,3,62,1,10,1,6,3,,,,,
Northern,2018,1,1,9/11,MSU Moorhead,3,40,13.00,91.00,0.297,39,8,3,3,51,0,12,0,6,0,,,,,
Northern,2018,1,1,9/14,Bemidji State,3,41,12.00,93.00,0.312,40,7,1,0,42,2,8,2,6,0,,,,,
Northern,2018,1,1,9/15,Minnesota Crookston,3,49,8.00,100.00,0.410,49,6,0,1,66,0,4,0,2,0,,,,,
Northern,2018,1,0,9/21,at St. Cloud State,3,44,13.00,114.00,0.272,40,1,6,1,59,1,11,0,6.5,0,,,,,
Northern,2018,0,0,9/22,at Minnesota Duluth,5,68,31.00,194.00,0.191,65,5,3,4,87,1,16,1,9,2,,,,,
Northern,2018,1,1,9/28,Concordia-St. Paul,5,57,21.00,174.00,0.207,54,3,4,6,82,2,18,3,11,0,,,,,
Northern,2018,1,1,9/29,Minnesota State,4,56,20.00,140.00,0.257,52,5,4,3,67,0,12,1,6,0,,,,,
Northern,2018,1,0,10/5,at Upper Iowa,4,58,21.00,203.00,0.182,57,1,2,4,113,5,10,1,10,2,,,,,
Northern,2018,1,0,10/6,at Winona State,5,75,14.00,177.00,0.345,68,7,6,8,85,1,8,0,5,0,,,,,
Northern,2018,1,0,10/9,at MSU Moorhead,3,47,12.00,102.00,0.343,47,8,3,3,53,1,8,1,5,0,,,,,
Northern,2018,1,1,10/12,Wayne State,3,54,7.00,120.00,0.392,53,2,5,2,67,0,9,2,4.5,0,,,,,
Northern,2018,1,1,10/13,Augustana (SD),4,58,22.00,171.00,0.211,56,9,3,7,86,0,9,0,4.5,0,,,,,
Northern,2018,1,0,10/19,at Sioux Falls,4,58,21.00,128.00,0.289,57,6,2,7,53,0,12,5,6,0,,,,,
Northern,2018,0,0,10/20,at Southwest Minnesota,3,37,14.00,109.00,0.211,37,6,0,6,46,1,6,0,4,0,,,,,
Northern,2018,0,1,10/26,Minnesota Duluth,5,53,29.00,174.00,0.138,50,1,6,4,68,3,22,3,14,0,,,,,
Northern,2018,1,1,10/27,St. Cloud State,3,45,7.00,104.00,0.365,39,1,5,4,56,0,14,1,7,0,,,,,
Northern,2018,1,0,11/2,at Minnesota Crookston,3,40,10.00,92.00,0.326,38,2,3,4,45,0,6,0,3,0,,,,,
Northern,2018,1,0,11/3,at Bemidji State,3,55,5.00,103.00,0.485,50,5,6,3,44,2,6,0,5,0,,,,,
Northern,2018,1,1,11/6,Minnesota State,5,62,23.00,178.00,0.219,59,7,2,5,82,1,32,0,17,0,,,,,
Northern,2018,0,1,11/9,Southwest Minnesota,5,61,29.00,186.00,0.172,59,3,3,5,88,0,20,3,10,2,,,,,
Northern,2017,1,1,9/8,Minnesota State,3,41,9.00,108.00,0.296,41,5,6,1,56,2,10,1,7,0,,,,,
Northern,2017,1,1,9/9,Minot State,3,37,7.00,83.00,0.361,34,9,5,2,37,1,4,0,3,0,,,,,
Northern,2017,1,1,9/9,Minnesota Crookston,3,41,5.00,84.00,0.429,37,10,3,0,48,0,12,0,6,0,,,,,
Northern,2017,1,0,9/14,at University of Mary,3,36,3.00,74.00,0.446,31,7,6,3,36,1,20,0,11,0,,,,,
Northern,2017,1,1,9/16,Minot State,3,38,9.00,105.00,0.276,36,4,2,2,51,0,13,3,6.5,0,,,,,
Northern,2017,1,0,9/19,at MSU Moorhead,3,50,5.00,99.00,0.455,48,0,6,0,45,1,4,0,3,0,,,,,
Northern,2017,1,0,9/22,at Winona State,4,56,8.00,134.00,0.358,52,8,3,5,63,1,14,3,8,0,,,,,
Northern,2017,1,0,9/23,at Upper Iowa,4,65,13.00,155.00,0.335,62,7,11,3,79,0,10,0,5,0,,,,,
Northern,2017,1,1,9/30,Minnesota State,3,42,11.00,102.00,0.304,42,5,5,6,62,1,15,0,8.5,0,,,,,
Northern,2017,0,1,9/30,Concordia-St. Paul,3,29,18.00,105.00,0.105,28,1,4,5,50,0,8,2,4,0,,,,,
Northern,2017,1,1,10/6,Sioux Falls,3,41,12.00,118.00,0.246,37,6,3,2,50,2,8,0,6,0,,,,,
Northern,2017,1,1,10/7,Southwest Minn. St.,4,58,20.00,178.00,0.213,54,5,3,2,92,0,12,0,6,0,,,,,
Northern,2017,1,0,10/13,at Wayne State (Neb.),5,65,24.00,179.00,0.229,63,5,8,4,91,0,17,2,8.5,1,,,,,
Northern,2017,0,0,10/14,at Augustana,4,51,18.00,140.00,0.236,49,6,3,5,63,1,22,2,12,0,,,,,
Northern,2017,1,0,10/20,at Bemidji State,4,61,12.00,128.00,0.383,56,4,8,5,52,3,4,1,5,0,,,,,
Northern,2017,1,0,10/21,at Minnesota Crookston,3,50,13.00,107.00,0.346,50,5,5,0,43,0,14,0,7,0,,,,,
Northern,2017,1,1,10/27,St. Cloud State,3,45,7.00,98.00,0.388,40,2,3,1,53,0,8,0,4,0,,,,,
Northern,2017,1,1,10/28,Minnesota Duluth,3,38,12.00,127.00,0.205,34,3,3,3,52,1,14,1,8,0,,,,,
Northern,2017,1,1,10/31,MSU Moorhead,3,53,13.00,115.00,0.348,52,3,7,2,55,2,8,1,6,0,,,,,
Northern,2017,0,0,11/3,at Concordia-St. Paul,5,75,22.00,196.00,0.270,73,6,8,4,104,0,19,1,9.5,2,,,,,
Northern,2017,1,0,11/4,at Minnesota State,3,44,12.00,102.00,0.314,39,4,4,3,54,2,2,0,3,0,,,,,
Northern,2017,1,1,11/10,Upper Iowa,3,56,10.00,119.00,0.387,55,3,5,4,65,1,14,0,8,0,,,,,
Northern,2017,0,1,11/11,Winona State,3,37,15.00,106.00,0.208,34,2,4,7,48,1,4,1,3,0,,,,,
Northern,2017,0,1,11/15,Augustana,4,45,24.00,173.00,0.121,44,3,3,6,92,2,12,2,8,0,,,,,
Northern,2017,0,0,11/30,vs Minnesota Duluth,5,64,19.00,186.00,0.242,58,4,9,7,69,1,16,1,9,1,,,,,
Sioux Falls,2019,1,0,09/20/19  ,at Minot St.  ,3 ,47 ,9 ,107 ,.355 ,42 ,5 ,6 ,2 ,39 ,1 ,4 ,0 ,3.0 ,0 ,,,,,
Sioux Falls,2019,1,0,09/21/19  ,at Mary  ,3 ,45 ,8 ,92 ,.402 ,43 ,8 ,6 ,3 ,34 ,0 ,4 ,4 ,2.0 ,0 ,,,,,
Sioux Falls,2019,1,1,09/27/19  ,vs MSUM  ,3 ,33 ,12 ,91 ,.231 ,34 ,7 ,6 ,2 ,38 ,1 ,12 ,1 ,7.0 ,1 ,,,,,
Sioux Falls,2019,0,1,09/28/19  ,vs Northern St.  ,4 ,50 ,23 ,169 ,.160 ,47 ,6 ,5 ,6 ,67 ,1 ,10 ,1 ,6.0 ,2 ,,,,,
Sioux Falls,2019,0,1,10/04/19  ,WINONA ST.  ,3 ,51 ,23 ,128 ,.219 ,48 ,4 ,6 ,4 ,55 ,1 ,0 ,2 ,1.0 ,2 ,,,,,
Sioux Falls,2019,0,1,10/05/19  ,UPPER IOWA  ,5 ,65 ,23 ,191 ,.220 ,58 ,8 ,13 ,5 ,89 ,2 ,12 ,1 ,8.0 ,2 ,,,,,
Sioux Falls,2019,0,0,10/11/19  ,at Minnesota St.  ,3 ,38 ,18 ,113 ,.177 ,29 ,4 ,8 ,2 ,46 ,0 ,0 ,0 ,0.0 ,3 ,,,,,
Sioux Falls,2019,0,0,Oct 12 ,at Concordia-St. Paul  ,4 ,47 ,28 ,161 ,.118 ,45 ,2 ,8 ,6 ,72 ,2 ,12 ,3 ,8.0 ,3 ,,,,,
Sioux Falls,2019,1,1,10/15/19  ,AUGUSTANA (SD)  ,5 ,61 ,17 ,163 ,.270 ,60 ,6 ,16 ,4 ,68 ,1 ,20 ,2 ,11.0 ,0 ,,,,,
Sioux Falls,2019,1,1,10/18/19  ,MINN.-CROOKSTON  ,3 ,48 ,11 ,104 ,.356 ,46 ,10 ,5 ,1 ,55 ,1 ,8 ,0 ,5.0 ,3 ,,,,,
Sioux Falls,2019,1,1,10/19/19  ,BEMIDJI ST.  ,3 ,57 ,15 ,129 ,.326 ,49 ,6 ,5 ,8 ,54 ,2 ,6 ,2 ,5.0 ,0 ,,,,,
Sioux Falls,2019,0,0,10/25/19  ,at Minn. Duluth  ,3 ,25 ,17 ,110 ,.073 ,25 ,4 ,7 ,3 ,37 ,0 ,4 ,0 ,2.0 ,0 ,,,,,
Sioux Falls,2019,0,0,10/26/19  ,at St. Cloud St.  ,3 ,46 ,16 ,142 ,.211 ,42 ,3 ,16 ,3 ,71 ,0 ,8 ,4 ,4.0 ,0 ,,,,,
Sioux Falls,2019,0,1,10/31/19  ,SOUTHWEST MINN. ST.  ,3 ,24 ,21 ,96 ,.031 ,22 ,2 ,4 ,7 ,39 ,1 ,6 ,4 ,4.0 ,2 ,,,,,
Sioux Falls,2019,0,0,11/02/19  ,at Wayne St. (NE)  ,3 ,34 ,22 ,119 ,.101 ,32 ,1 ,9 ,7 ,51 ,0 ,14 ,0 ,7.0 ,2 ,,,,,
Sioux Falls,2019,0,0,11/05/19  ,at Augustana (SD)  ,3 ,39 ,20 ,121 ,.157 ,37 ,3 ,6 ,4 ,62 ,0 ,4 ,0 ,2.0 ,4 ,,,,,
Sioux Falls,2019,1,0,11/08/19  ,at MSUM  ,4 ,65 ,14 ,133 ,.383 ,56 ,6 ,11 ,1 ,47 ,1 ,12 ,0 ,7.0 ,0 ,,,,,
Sioux Falls,2019,0,0,11/09/19  ,at Northern St.  ,4 ,44 ,24 ,165 ,.121 ,42 ,13 ,8 ,4 ,74 ,2 ,10 ,2 ,7.0 ,2 ,,,,,
Sioux Falls,2019,1,1,11/15/19  ,MINOT ST.  ,4 ,67 ,17 ,143 ,.350 ,65 ,6 ,10 ,1 ,59 ,1 ,16 ,3 ,9.0 ,1 ,,,,,
Sioux Falls,2019,1,1,11/16/19  ,MARY  ,3 ,42 ,10 ,104 ,.308 ,41 ,6 ,9 ,4 ,64 ,4 ,10 ,2 ,9.0 ,2 ,,,,,
Sioux Falls,2018,0,1,Sep 06 ,WAYNE STATE (NEB.)  ,5 ,69 ,31 ,192 ,.198 ,65 ,7 ,7 ,8 ,87 ,0 ,14 ,3 ,7.0 ,2 ,,,,,
Sioux Falls,2018,1,0,Sep 08 ,at Augustana (SD)  ,5 ,75 ,22 ,179 ,.296 ,73 ,6 ,15 ,9 ,80 ,0 ,23 ,2 ,11.5 ,2 ,,,,,
Sioux Falls,2018,0,0,Sep 11 ,at Southwest Minnesota  ,3 ,30 ,23 ,95 ,.074 ,26 ,4 ,5 ,2 ,29 ,2 ,10 ,1 ,7.0 ,1 ,,,,,
Sioux Falls,2018,1,1,Sep 14 ,UPPER IOWA  ,3 ,52 ,8 ,123 ,.358 ,51 ,5 ,5 ,2 ,57 ,1 ,8 ,3 ,5.0 ,2 ,,,,,
Sioux Falls,2018,1,1,Sep 15 ,WINONA STATE  ,3 ,56 ,17 ,134 ,.291 ,54 ,3 ,6 ,8 ,48 ,3 ,16 ,2 ,11.0 ,1 ,,,,,
Sioux Falls,2018,0,0,Sep 21 ,at Concordia-St. Paul  ,3 ,24 ,11 ,89 ,.146 ,23 ,3 ,3 ,6 ,33 ,2 ,2 ,1 ,3.0 ,6 ,,,,,
Sioux Falls,2018,1,0,Sep 22 ,at Minnesota State  ,4 ,64 ,19 ,150 ,.300 ,59 ,7 ,7 ,9 ,45 ,7 ,10 ,2 ,12.0 ,0 ,,,,,
Sioux Falls,2018,1,0,Sep 28 ,at Bemidji State  ,4 ,53 ,15 ,130 ,.292 ,50 ,8 ,15 ,3 ,52 ,2 ,10 ,2 ,7.0 ,0 ,,,,,
Sioux Falls,2018,1,0,Sep 29 ,at Minnesota Crookston  ,3 ,48 ,12 ,106 ,.340 ,44 ,12 ,4 ,3 ,54 ,4 ,8 ,1 ,8.0 ,0 ,,,,,
Sioux Falls,2018,1,1,Oct 05 ,ST.CLOUD STATE  ,4 ,61 ,15 ,144 ,.319 ,56 ,7 ,5 ,6 ,60 ,2 ,14 ,3 ,9.0 ,8 ,,,,,
Sioux Falls,2018,0,1,Oct 06 ,MINNESOTA DULUTH  ,3 ,35 ,16 ,95 ,.200 ,33 ,0 ,5 ,2 ,25 ,0 ,14 ,3 ,7.0 ,1 ,,,,,
Sioux Falls,2018,1,1,Oct 09 ,SOUTHWEST MINNESOTA  ,5 ,58 ,29 ,176 ,.165 ,51 ,11 ,5 ,11 ,64 ,1 ,12 ,2 ,7.0 ,3 ,,,,,
Sioux Falls,2018,1,0,Oct 12 ,at University of Mary  ,3 ,41 ,9 ,77 ,.416 ,40 ,5 ,3 ,1 ,36 ,0 ,12 ,2 ,6.0 ,0 ,,,,,
Sioux Falls,2018,1,0,Oct 13 ,at Minot State  ,3 ,51 ,10 ,101 ,.406 ,51 ,6 ,5 ,1 ,43 ,1 ,2 ,1 ,2.0 ,4 ,,,,,
Sioux Falls,2018,0,1,Oct 19 ,NORTHERN STATE  ,4 ,45 ,19 ,129 ,.202 ,42 ,7 ,6 ,6 ,39 ,1 ,18 ,1 ,10.0 ,0 ,,,,,
Sioux Falls,2018,1,1,Oct 20 ,MSU MOORHEAD  ,3 ,44 ,11 ,107 ,.308 ,39 ,8 ,3 ,5 ,40 ,0 ,10 ,0 ,5.0 ,2 ,,,,,
Sioux Falls,2018,1,1,Oct 26 ,MINNESOTA STATE  ,4 ,57 ,15 ,128 ,.328 ,51 ,8 ,4 ,2 ,46 ,0 ,10 ,1 ,5.0 ,2 ,,,,,
Sioux Falls,2018,1,1,Oct 27 ,CONCORDIA-ST. PAUL  ,3 ,48 ,7 ,90 ,.456 ,45 ,3 ,8 ,2 ,33 ,1 ,10 ,0 ,6.0 ,3 ,,,,,
Sioux Falls,2018,1,0,Nov 02 ,at Winona State  ,5 ,59 ,20 ,163 ,.239 ,55 ,8 ,12 ,4 ,78 ,1 ,16 ,1 ,9.0 ,0 ,,,,,
Sioux Falls,2018,0,0,Nov 03 ,at Upper Iowa  ,4 ,46 ,24 ,151 ,.146 ,44 ,4 ,4 ,7 ,61 ,1 ,10 ,1 ,6.0 ,6 ,,,,,
Sioux Falls,2018,1,0,Nov 06 ,at Concordia-St. Paul  ,4 ,58 ,19 ,148 ,.264 ,54 ,9 ,8 ,3 ,50 ,1 ,10 ,2 ,6.0 ,3 ,,,,,
Sioux Falls,2018,0,0,Nov 09 ,at Minnesota Duluth  ,3 ,36 ,20 ,104 ,.154 ,36 ,3 ,7 ,5 ,37 ,0 ,14 ,1 ,7.0 ,0 ,,,,,
Sioux Falls,2017,0,0,Sep 14 ,at Wayne State (Neb.)  ,5 ,65 ,24 ,170 ,.241 ,63 ,7 ,12 ,6 ,77 ,1 ,14 ,1 ,8.0 ,3 ,,,,,
Sioux Falls,2017,1,1,Sep 16 ,AUGUSTANA (SD)  ,5 ,66 ,26 ,172 ,.233 ,65 ,5 ,10 ,6 ,79 ,2 ,18 ,1 ,11.0 ,4 ,,,,,
